Title,Author_Id,Year,Citation_Count
Large Satellite Constellation Orbital Debris Impacts: Case Studies of OneWeb and SpaceX Proposals,3910,2017,8
Exploring Early Stage Cost-Estimation Methods Using Off-the-Shelf Tools: A Preliminary Study,3910,2017,1
Complexity Management for Engineered Systems Using System Value Definition,3910,2017,1
Assessment of Resilience in Desalination Infrastructure Using Semi-Markov Models,3910,2017,0
Feasibility Analysis of Commercial In-Space Manufacturing Applications,3910,2017,3
Asteroid deflection campaign design integrating epistemic uncertainties,3910,2016,1
A Survey of Cost Estimating Methodologies for Distributed Spacecraft Missions,3910,2016,3
ACCESS (ArtifiCial gravity CEntrifuge Space Station),3910,2016,0
Limitations of Reliability for Long-Endurance Human Spaceflight,3910,2016,3
Systems Analysis of In-Space Manufacturing Applications for the International Space Station and the Evolvable Mars Campaign,3910,2016,9
System architecture and optimization to support variability and flexibility in design,3910,2016,0
Bounding the value of collaboration in federated systems,3910,2016,1
Engineering change activity analysis of space mission projects,3910,2016,0
Optimal sensor architecture selection for health management of complex systems,3910,2016,2
Interactive simulation games to assess federated satellite system concepts,3910,2015,6
A framework for orbital performance evaluation in Distributed Space Missions for earth observation,3910,2015,8
Subsystem support feasibility for formation flight measuring Bi-directional Reflectance,3910,2015,1
Multidisciplinary system design optimization of on orbit satellite assembly architectures,3910,2015,4
A Simplified Mathematical Model for Two-Sided Market Systems With an Intervening Engineered Platform,3910,2015,0
Parameter Design Strategies: A Comparison Between Human Designers and the Simulated Annealing Algorithm,3910,2015,3
Dynamic Network Modeling for Spaceflight Logistics,3910,2014,3
Gross primary productivity estimation using multi-angular measurements from small satellite clusters,3910,2014,2
Planning an itinerary for an electric vehicle,3910,2014,11
Multi-stakeholder interactive simulation for federated satellite systems,3910,2014,8
Relative trajectories for multi-angular earth observation using science performance optimization,3910,2014,7
Cost and risk analysis of small satellite constellations for earth observation,3910,2014,17
The Multidimensional Hierarchically Integrated Framework (MHIF) for Modeling Complex Engineering Systems,3910,2014,4
Improved Concurrent Optimization Formulation of Crewed Space Habitats and Their Supporting Logistics Systems,3910,2013,3
Structural Complexity Quantification for Engineered Complex Systems and Implications on System Architecture and Design,3910,2013,14
An integrated modeling framework for infrastructure system-of-systems simulation,3910,2013,1
Evaluation of Hyperspectral Snapshot Imagers onboard Nanosatellite Clusters for Multi-Angular Remote Sensing,3910,2013,5
Using mature children living apart to improve parents&#39; medication compliance,3910,2013,0
A network-based structural complexity metric for engineered complex systems,3910,2013,18
Older Adultsâ Experiences with Technology: Learning from Their Voices,3910,2013,4
A Generalized Multi-Commodity Network Flow Model for Space Exploration Logistics,3910,2013,13
Modeling the Dual-Domain Performance of a Large Infrastructure Project: The Case of Desalination,3910,2013,1
Analysis of User-Generated Multimedia Data on Medication Management and Consumption Behavior Using Data Mining Techniques,3910,2013,0
Stakeholders Analysis of Federated Satellite Systems (FSS): Enhancing Capabilities of Small Satellite Missions for Commercial and Science Applications,3910,2013,0
Federated Simulation and Gaming Framework for a Decentralized Space-Based Resource Economy,3910,2012,0
Feasibility of a 5x Speedup in System Development due to META Design,3910,2012,8
A Graph-Theoretic Modeling Framework for Resource-Economy in Space Logistics,3910,2012,1
Integrated Framework for the Design of Crewed Space Habitats and their Supporting Logistics System,3910,2012,2
Multistate Analysis and Optimization of a Geared Turbofan Engine Lubrication System,3910,2012,1
Process-oriented evaluation of user interactions in integrated system analysis tools,3910,2012,1
City.Net IES: A sustainability-oriented energy decision support system,3910,2012,5
A Value-Centric Approach for Quantitative Risk Management,3910,2011,1
Comparative Usability Study of Two Space Logistics Analysis Tools,3910,2011,2
Space Logistics Modeling and Simulation Analysis using SpaceNet: Four Application Cases,3910,2011,8
A Proposal for Graph-Theoretic Modeling Approach to Resource-Economy in Spaceflight Campaign Logistics,3910,2011,2
Context-aware reminder system to support medication compliance,3910,2011,3
Integration of medication monitoring and communication technologies in designing a usability-enhanced home solution for older adults,3910,2011,8
Innovative Conceptual Engineering Design A Template To Teach Innovative Problem Solving Of Complex Multidisciplinary Design Problems,3910,2010,0
Comparing and Optimizing the DARPA System F6 Program Value-Centric Design Methodologies,3910,2010,19
Matrix Methods for Optimal Manifesting of Multi-Node Space Exploration Systems,3910,2010,0
A Simulation-based Design Model for Analysis and Optimization of Multi-State Aircraft Performance,3910,2010,3
RFID-Based Automated Asset Management for the International Space Station: RAMSES Prototype Test Results and Implications for ISS and Constellation,3910,2009,0
"A Modular, High-Fidelity Tool to Model the Utility of Fractionated Space Systems",3910,2009,12
Cargo Revenue Management for Space Logistics,3910,2009,2
Designing Capital-Intensive Systems with Architectural and Operational Flexibility Using a Screening Model,3910,2009,3
A Flexible Architecture and Object-Oriented Model for Space Logistics Simulation,3910,2009,6
Lunar Interferometric Radio Array: A Telescope Concept Uniquely Enabled by the Lunar Far Side,3910,2009,0
Interplanetary Trajectory Analysis for 2020-2040 Mars Missions Including Venus Flyby Opportunities,3910,2009,5
An Airbag-Based Crew Impact Attenuation System Concept for the Orion CEV - First Generation System Development,3910,2009,3
Can Models Capture the Complexity of the Systems Engineering Process?,3910,2008,1
Architecture Modeling of In-Situ Oxygen Production and its Impacts on Lunar Campaigns,3910,2008,5
Matrix Modeling Methods for Space Exploration Campaign Logistics Analysis,3910,2008,1
LIMIT: Lunar Infrared Modular Interferometric Telescope,3910,2008,0
Design of Experiments in Campaign Logistics Analysis,3910,2008,0
Use of Small Logistics Containers for Crewed Lunar Exploration Campaigns,3910,2008,0
"An Autonomous, Real-Time Asset Management System for the International Space Station: Net Present Value Analysis",3910,2008,0
Matrix Methods Analysis of International Space Station Logistics,3910,2008,3
A Modeling Framework for Applying Discrete Optimization to System Architecture Selection and Application to In-Situ Resource Utilization,3910,2008,2
Technology Infusion: An Assessment Framework and Case Study,3910,2008,3
Spatial Nyquist fidelity method for structural models of opto-mechanical systems,3910,2008,0
SpaceNet: Modeling and Simulating Space Logistics,3910,2008,4
System-level Optimization and Concurrent Engineering: A Comparative Experiment,3910,2007,0
Fidelity Assessment of Spacecraft Structural Models Using the Spatial Nyquist Criterion,3910,2007,0
Design of a Platform-Based Surface Mobility System for Human Space Exploration,3910,2007,2
State-of-the-Art and Future Trends in Multidisciplinary Design Optimization,3910,2007,20
Change Propagation Analysis in Complex Technical Systems,3910,2007,1
Metrics for Assessing Coupling Density and Modularity in Complex Products and Systems,3910,2007,2
Flexible and Reconfigurable Systems: Nomenclature and Review,3910,2007,39
Coupled Vehicle Design and Network Flow Optimization for Air Transportation Systems,3910,2007,1
Modeling and Simulation of Lunar Campaign Logistics,3910,2007,8
Flexible Product Platforms: Framework and Case Study,3910,2006,10
Multiobjective Optimization of Two-Stage Rockets for Earth-to-Orbit Launch,3910,2006,3
Integrated Transportation Network Design Optimization,3910,2006,5
Spare Parts Requirements for Space Missions with Reconfigurability and Commonality,3910,2006,0
Autonomous Logistics Technologies for Space Exploration: Experiment Results and Design Considerations,3910,2006,1
Remote Terrestrial Sites as Operational/Logistics Analogs for Moon/Mars Bases: The Haughton Mars Project,3910,2006,1
Logistics Information Systems for Human Space Exploration,3910,2006,2
Time-Expanded Decision Network: A New Framework for Designing Evolvable Complex Systems,3910,2006,3
Modeling Interplanetary Logistics: A Mathematical Model for Mission Planning,3910,2006,12
"A Modular State-Vector Based Modeling Architecture for Diesel Exhaust System Design, Analysis and Optimization",3910,2006,7
A Modeling Framework for Interplanetary Supply Chains,3910,2006,5
Foundations of Supply Chain Management for Space Application,3910,2006,3
Self-Similar Modular Architectures for Reconfigurable Space Systems,3910,2006,3
Space Transportation Network Model for Rapid Lunar Architectures Analysis,3910,2006,1
The Future of Asset Management for Human Space Exploration: Supply Classification and an Integrated Database,3910,2006,7
On-Orbit Assembly Strategies for Next-Generation Space Exploration,3910,2006,0
Fidelity of telescope subsystem models and the influence on simulation accuracy,3910,2006,0
A Systems Approach to Mass Budget Management,3910,2006,3
Platform-Based Design and Development: Current Trends and Needs in Industry,3910,2006,22
Optimal Launch Vehicle Size Determination for Moon-Mars Transportation Architectures,3910,2005,4
Selection and Technology Evaluation of Moon/Mars Transportation Architectures,3910,2005,7
Paradigm Shift in Design for NASA&#39;s Space Exploration Initiative: Results from MIT&#39;s Spring 2004 Study,3910,2005,3
Modular Structures for Manned Space Exploration: The Truncated Octahedron as a Building Block,3910,2005,7
Integrated System-Level Optimization for Concurrent Engineering with Parametric Subsystem Modeling,3910,2005,5
Exhaust System Manifold Development Enhancement Through Multi-Attribute System Design Optimization,3910,2005,1
On-Orbit Assembly Strategies for Human Space Explo...,3910,2005,0
Sustainability in System Architectures through Rec...,3910,2005,2
Concurrent Trajectory and Vehicle Optimization: A Case Study of Earth-Moon Supply Chain Logistics,3910,2005,3
Optimal Reconfigurations for Increasing Capacity of Communication Satellite Constellations,3910,2005,3
Graph-theoretical Considerations in Design of Large Telescope Arrays for Robustness and Scalability,3910,2005,0
A Comparison of Particle Swarm Optimization and the Genetic Algorithm,3910,2005,390
Multidisciplinary System Optimization of a Spacecraft Interferometer Testbed,3910,2004,0
Multi-objective genetic algorithm for the automated planning of a wireless sensor network to monitor a critical facility,3910,2004,15
Layout optimization for a wireless sensor network using a multi-objective genetic algorithm,3910,2004,90
Multiconfiguration model tuning for precision optomechanical systems,3910,2004,0
Search algorithms for space tug rendezvous: simulation and experiment,3910,2004,1
Adaptive Weighted Sum Method for Bi-objective Optimization,3910,2004,3
Variable Chromosome Length Genetic Algorithm for Structural Topology Design Optimization,3910,2004,5
Architecting a Communication Satellite Product Line,3910,2004,9
Flexible Design of Commercial Systems Under Market Uncertainty: Framework and Application,3910,2004,5
